MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Screen Porch,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,816.0,GasA,TA,Y,SBrkr,816,0,0.0,1,3,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,528.0,TA,TA,Y,112,0,0,9,2006,WD ,Normal,114500
50,RM,68.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,896.0,GasA,Gd,Y,FuseA,896,448,0.0,1,3,TA,7,Typ,0,Missing,Detchd,1936.0,Unf,240.0,Fa,TA,Y,200,114,0,4,2006,WD ,Normal,115000
50,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,3,5,1930,1950,Gable,CompShg,AsbShng,AsbShng,Missing,0.0,Gd,TA,CBlock,TA,TA,No,Rec,347.0,Unf,381.0,GasA,Ex,Y,SBrkr,728,434,1.0,1,3,TA,6,Typ,0,Missing,Detchd,1930.0,Unf,258.0,Fa,Po,Y,0,24,0,11,2006,ConLI,Abnorml,75000
30,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,BrkTil,TA,TA,No,Rec,489.0,Unf,279.0,GasA,TA,N,SBrkr,1015,0,0.0,1,3,TA,6,Min1,0,Missing,Detchd,1925.0,Unf,450.0,TA,TA,Y,0,0,120,7,2006,WD ,Abnorml,88000
50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,Missing,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0.0,GasA,Gd,N,SBrkr,672,240,0.0,1,2,TA,3,Typ,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,N,0,0,0,7,2006,WD ,Normal,80500
50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1042.0,GasA,Ex,Y,SBrkr,1042,534,0.0,1,3,TA,8,Typ,1,Gd,Detchd,1928.0,Unf,225.0,TA,TA,Y,0,0,0,8,2006,WD ,Family,149000
50,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1984,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,741.0,GasA,Gd,Y,SBrkr,741,583,0.0,1,3,Gd,7,Typ,0,Missing,Detchd,1930.0,Unf,180.0,Fa,TA,Y,0,0,0,2,2006,WD ,Normal,110000
30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397.0,Unf,706.0,GasA,Gd,Y,SBrkr,1103,0,0.0,1,2,Gd,5,Typ,1,Gd,Detchd,1976.0,Unf,440.0,TA,TA,Y,166,120,0,7,2006,WD ,Normal,110500
30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,Missing,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616.0,Unf,0.0,GasA,Gd,Y,SBrkr,616,0,0.0,1,2,TA,4,Typ,0,Missing,Detchd,1921.0,Unf,205.0,TA,TA,Y,0,0,0,6,2006,WD ,Normal,89000
45,RM,58.0,6380,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,993.0,GasA,TA,Y,FuseA,1048,0,0.0,1,2,TA,5,Typ,1,Gd,Detchd,1922.0,Unf,280.0,TA,TA,Y,0,0,0,8,2006,WD ,Normal,113000
30,RL,50.0,11672,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,816.0,GasA,TA,Y,FuseA,816,0,0.0,1,2,TA,4,Typ,0,Missing,Detchd,1925.0,Unf,210.0,Fa,Fa,N,168,0,0,7,2006,WD ,Normal,109000
50,RM,90.0,33120,Pave,IR3,Lvl,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,1.5Fin,6,5,1962,1962,Gable,CompShg,BrkFace,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1595.0,GasA,TA,Y,SBrkr,1611,875,0.0,2,5,TA,8,Typ,1,Gd,Detchd,1962.0,Unf,576.0,TA,TA,Y,0,0,0,10,2006,WD ,Normal,220000
190,RL,60.0,9873,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789.0,Unf,171.0,GasW,TA,N,SBrkr,960,0,1.0,1,3,TA,6,Typ,0,Missing,Detchd,1970.0,Unf,576.0,TA,TA,Y,0,288,0,5,2006,WD ,Normal,129000
50,RM,59.0,5310,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,VinylSd,Missing,0.0,TA,Gd,CBlock,TA,Fa,No,Unf,0.0,Unf,485.0,GasA,Gd,Y,SBrkr,1001,634,0.0,1,2,Gd,5,Typ,0,Missing,Attchd,1950.0,Unf,255.0,Fa,TA,Y,394,0,0,6,2006,WD ,Normal,117000
30,RM,153.0,4118,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,693.0,Grav,Fa,N,FuseA,693,0,0.0,1,2,Fa,4,Typ,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,N,0,20,0,3,2006,WD ,Normal,52500
50,RM,60.0,10320,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,596.0,GasA,Po,Y,FuseF,834,596,0.0,2,3,Fa,7,Typ,0,Missing,Detchd,1924.0,Unf,370.0,Fa,Fa,Y,218,0,210,10,2006,WD ,Abnorml,107000
70,RM,60.0,7518,Pave,Reg,Lvl,AllPub,FR3,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,Missing,0.0,Fa,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,396.0,GasA,Gd,Y,SBrkr,665,665,0.0,1,3,TA,7,Typ,0,Missing,Detchd,2001.0,Unf,390.0,TA,TA,N,0,72,0,7,2006,WD ,Normal,116500
30,RM,50.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,4,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,610.0,GasA,Ex,N,FuseA,819,0,0.0,1,2,Gd,4,Typ,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,N,0,0,0,9,2006,WD ,Abnorml,72000
50,RM,50.0,8600,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,780.0,GasA,TA,Y,SBrkr,780,596,0.0,2,3,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,198.0,TA,TA,N,0,0,0,6,2006,WD ,Normal,119500
50,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,803.0,GasA,Ex,Y,SBrkr,803,557,0.0,1,2,Gd,6,Typ,0,Missing,Detchd,1951.0,Unf,297.0,TA,TA,Y,0,65,0,7,2006,WD ,Normal,125500
30,RM,60.0,9786,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,1007.0,GasA,Fa,N,SBrkr,1077,0,0.0,1,3,TA,6,Typ,1,Gd,Detchd,1922.0,Unf,210.0,TA,Fa,P,0,100,0,5,2006,WD ,Normal,91000
190,RM,60.0,6780,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,490.0,Unf,30.0,GasA,Gd,N,SBrkr,520,0,1.0,1,2,TA,5,Typ,0,Missing,Missing,1979.0,Missing,0.0,Missing,Missing,N,53,0,0,6,2006,WD ,Normal,84500
30,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,343.0,Unf,641.0,GasA,TA,Y,FuseF,984,0,0.0,1,3,TA,6,Typ,0,Missing,Detchd,1930.0,Unf,308.0,TA,TA,N,0,0,0,3,2006,ConLI,Family,90000
50,RL,82.0,12375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,TA,Fa,CBlock,TA,TA,No,BLQ,329.0,Unf,477.0,GasA,TA,Y,SBrkr,1081,341,1.0,1,3,TA,7,Typ,1,TA,Detchd,1951.0,Unf,288.0,TA,TA,Y,0,0,0,6,2006,WD ,Normal,137500
90,RL,120.0,11136,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Feedr,Duplex,1Story,6,5,1964,1964,Gable,CompShg,BrkFace,BrkFace,Missing,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1921.0,GasA,TA,Y,SBrkr,1921,0,0.0,2,4,TA,8,Typ,0,Missing,Detchd,1964.0,Unf,576.0,TA,TA,Y,0,180,0,7,2006,WD ,Normal,150000
20,RL,100.0,21370,Pave,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,Missing,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0.0,GasA,TA,Y,FuseA,1640,0,0.0,1,3,TA,7,Min1,1,Gd,Attchd,1950.0,RFn,394.0,TA,TA,Y,0,0,0,6,2006,WD ,Normal,131000
80,RL,92.0,6930,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,300.0,Rec,468.0,GasA,Ex,Y,FuseF,1352,0,0.0,1,3,Gd,6,Min2,0,Missing,BuiltIn,1958.0,Unf,288.0,TA,TA,Y,168,0,0,7,2006,WD ,Abnorml,130000
30,RL,55.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0.0,GasA,TA,N,SBrkr,1032,0,0.0,1,2,TA,6,Typ,1,TA,Detchd,1939.0,Unf,260.0,TA,TA,Y,0,0,0,6,2006,WD ,Normal,125000
30,RL,50.0,5220,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,Missing,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,830.0,GasA,Gd,Y,SBrkr,879,0,0.0,1,2,TA,4,Typ,0,Missing,Detchd,1936.0,Unf,180.0,TA,TA,P,0,108,0,1,2006,WD ,Normal,80000
20,RL,50.0,5500,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,5,2004,2004,Shed,CompShg,VinylSd,VinylSd,Missing,0.0,TA,TA,PConc,Gd,Gd,Mn,GLQ,510.0,LwQ,190.0,GasA,Ex,Y,SBrkr,1073,0,1.0,2,2,TA,4,Typ,0,Missing,Detchd,2004.0,Unf,246.0,TA,TA,Y,0,120,0,5,2006,WD ,Normal,157000
20,RL,75.0,11235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,547.0,Unf,504.0,GasA,Gd,Y,SBrkr,1382,0,0.0,1,3,TA,6,Typ,1,Po,Attchd,1974.0,Unf,459.0,TA,TA,Y,0,82,0,10,2006,WD ,Normal,148000
90,RL,72.0,10791,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,TA,TA,Slab,Missing,Missing,Missing,Missing,0.0,Missing,0.0,GasA,TA,Y,SBrkr,1296,0,0.0,2,2,TA,6,Typ,0,Missing,CarPort,1967.0,Unf,516.0,TA,TA,Y,0,0,0,10,2006,WD ,Normal,90000
20,RL,70.0,8414,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,Missing,0.0,TA,TA,CBlock,TA,TA,No,GLQ,663.0,Unf,396.0,GasA,TA,Y,SBrkr,1068,0,0.0,1,3,TA,6,Typ,0,Missing,Attchd,1963.0,RFn,264.0,TA,TA,Y,192,0,0,2,2006,WD ,Normal,154500
20,RL,68.0,11327,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,305.0,TA,TA,CBlock,TA,TA,Av,ALQ,779.0,Unf,285.0,GasA,TA,Y,SBrkr,1064,0,0.0,1,3,TA,6,Typ,1,TA,Attchd,1967.0,Unf,528.0,TA,TA,Y,314,48,0,6,2006,WD ,Normal,153600
80,RL,96.0,11777,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328.0,ALQ,285.0,GasA,Ex,Y,SBrkr,1320,0,1.0,1,3,TA,6,Typ,2,Fa,Attchd,1966.0,RFn,564.0,TA,TA,Y,160,68,0,5,2006,WD ,Abnorml,164500
80,RL,80.0,10366,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1964,1964,Gable,CompShg,HdBoard,Plywood,Missing,0.0,TA,Gd,CBlock,TA,TA,Av,GLQ,456.0,Unf,456.0,GasA,TA,Y,SBrkr,934,0,0.0,1,2,TA,4,Typ,0,Missing,Attchd,1964.0,Unf,336.0,TA,TA,Y,77,0,0,7,2006,WD ,Normal,132000
20,RL,75.0,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,Missing,0.0,TA,TA,CBlock,TA,TA,No,ALQ,773.0,Unf,286.0,GasA,Gd,Y,SBrkr,1059,0,1.0,1,3,TA,6,Typ,0,Missing,Attchd,1966.0,Fin,286.0,TA,TA,Y,0,88,0,6,2006,WD ,Abnorml,142500
20,RL,68.0,11553,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,TA,TA,CBlock,TA,TA,No,BLQ,673.0,Unf,378.0,GasA,TA,Y,SBrkr,1159,0,0.0,1,3,TA,7,Typ,1,Fa,Attchd,1968.0,Unf,336.0,TA,TA,Y,466,0,0,7,2006,WD ,Normal,158000
60,RL,74.0,7844,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209.0,Unf,463.0,GasA,TA,Y,SBrkr,672,728,0.0,1,3,TA,6,Typ,1,TA,Attchd,1978.0,Fin,440.0,TA,TA,Y,0,0,0,3,2006,WD ,Normal,149500
20,RL,68.0,9535,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,450.0,TA,TA,CBlock,TA,TA,No,BLQ,194.0,LwQ,0.0,GasA,TA,Y,SBrkr,1458,0,1.0,1,3,TA,7,Typ,1,TA,Attchd,1967.0,Unf,512.0,TA,TA,Y,284,0,0,7,2006,WD ,Normal,165000
20,RL,78.0,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,570.0,Unf,891.0,GasA,Gd,Y,SBrkr,1721,0,0.0,2,3,TA,7,Min1,1,TA,Attchd,1968.0,RFn,440.0,TA,TA,Y,0,96,0,7,2006,WD ,Normal,180000
80,RL,68.0,7176,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,794.0,Unf,166.0,GasA,Fa,Y,SBrkr,1040,0,1.0,1,3,TA,6,Typ,1,Fa,Detchd,1979.0,Unf,616.0,TA,TA,Y,131,0,180,7,2006,WD ,Normal,160500
90,RL,68.0,9662,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,Missing,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,1967.0,GasA,TA,Y,SBrkr,1967,0,0.0,2,6,TA,10,Typ,0,Missing,Attchd,1977.0,Fin,580.0,TA,TA,Y,170,0,0,8,2006,WD ,Normal,156500
90,RL,75.0,8235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,Rec,483.0,Unf,1466.0,GasA,TA,Y,SBrkr,1949,0,0.0,2,6,TA,10,Typ,0,Missing,Attchd,1977.0,RFn,586.0,TA,TA,Y,32,0,0,5,2006,WD ,Normal,157000
50,RL,68.0,13650,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,Missing,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,57.0,BLQ,554.0,GasA,Ex,Y,SBrkr,1252,668,1.0,2,4,Gd,8,Typ,1,Gd,Attchd,1958.0,Unf,451.0,TA,TA,Y,0,0,0,7,2006,WD ,Normal,172500
20,RL,88.0,13125,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,67.0,TA,TA,CBlock,TA,TA,No,Rec,168.0,BLQ,284.0,GasA,Ex,Y,SBrkr,1803,0,1.0,2,3,TA,8,Maj1,1,TA,Attchd,1957.0,RFn,484.0,TA,TA,Y,0,0,0,1,2006,WD ,Normal,155000
20,RL,102.0,17920,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,Missing,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306.0,Rec,372.0,GasA,TA,Y,SBrkr,1779,0,1.0,1,3,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,454.0,TA,TA,Y,0,418,312,7,2006,WD ,Abnorml,170000
30,RL,68.0,17529,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,65.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,872.0,GasA,Fa,N,FuseF,872,0,0.0,1,2,Fa,5,Mod,1,Gd,Detchd,1924.0,Unf,322.0,Fa,Fa,N,0,0,0,4,2006,WD ,Normal,105000
80,RL,68.0,10246,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648.0,Unf,0.0,GasA,Ex,Y,SBrkr,960,0,1.0,0,0,TA,3,Typ,0,Missing,Attchd,1965.0,Unf,364.0,TA,TA,Y,88,0,0,5,2006,WD ,Normal,145000
20,RL,68.0,14175,Pave,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,Missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,988.0,Unf,200.0,GasA,Gd,Y,SBrkr,1437,0,1.0,1,3,TA,6,Min2,1,TA,Detchd,1999.0,Unf,576.0,TA,TA,Y,304,0,0,11,2006,WD ,Normal,168000
20,RL,68.0,20355,Pave,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,6,1967,1967,Gable,Tar&Grv,Plywood,Plywood,BrkFace,123.0,TA,TA,CBlock,Gd,TA,Av,Rec,810.0,ALQ,229.0,GasA,TA,Y,SBrkr,1830,0,1.0,1,2,TA,6,Typ,2,Gd,Attchd,1967.0,Unf,521.0,TA,TA,Y,0,115,0,6,2006,WD ,Normal,278000
20,RL,87.0,13050,Pave,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,6,1963,1963,Flat,Tar&Grv,WdShing,Wd Shng,Missing,0.0,TA,TA,CBlock,Gd,TA,Av,Rec,104.0,ALQ,46.0,GasA,Ex,Y,SBrkr,1000,0,1.0,1,1,TA,4,Typ,2,TA,Attchd,1993.0,Unf,575.0,TA,TA,Y,238,0,0,4,2006,WD ,Normal,164000
50,RL,81.0,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,Missing,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603.0,Unf,701.0,GasW,TA,Y,SBrkr,1304,983,0.0,2,3,TA,7,Typ,1,TA,Attchd,1953.0,Fin,667.0,TA,TA,Y,0,21,0,7,2006,WD ,Normal,225000
85,RL,72.0,10820,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,7,1971,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,PConc,Gd,TA,Av,GLQ,535.0,Rec,88.0,GasA,Ex,Y,SBrkr,810,0,1.0,1,2,TA,4,Typ,0,Missing,Detchd,1973.0,Unf,576.0,TA,TA,Y,0,0,0,6,2006,WD ,Normal,130000
20,RL,100.0,13350,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,Missing,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762.0,Unf,102.0,GasA,TA,Y,SBrkr,894,0,1.0,1,3,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,440.0,TA,TA,Y,241,0,0,6,2006,WD ,Normal,142500
150,RL,68.0,1700,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,5,1980,1981,Gable,CompShg,VinylSd,VinylSd,Missing,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,397.0,Unf,33.0,GasA,TA,Y,SBrkr,880,680,1.0,2,2,Gd,7,Typ,0,Missing,Basment,1980.0,Fin,450.0,Gd,TA,Y,188,36,200,4,2006,WD ,Normal,148400
120,RL,68.0,5271,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1082.0,Unf,371.0,GasA,Gd,Y,SBrkr,1453,0,1.0,1,2,Gd,6,Typ,1,TA,Attchd,1986.0,RFn,445.0,TA,TA,Y,0,80,184,12,2006,WD ,Abnorml,190000
